GENE	ENSG	STRAND	CHROM	START	STOP
Y_RNA	ENSG00000252615	-1	6	151699135	151699234
SNHG5	ENSG00000203875	-1	6	86370710	86388451
VDAC1P4	ENSG00000235060	1	1	180403935	180405071
RP11-779O18.3	ENSG00000253736	1	5	172189983	172204777
NEU1	ENSG00000234846	-1	HSCHR6_MHC_SSTO	31817326	31822599
RP11-369E15.4	ENSG00000253147	1	8	20810638	20826415
RP11-47K11.2	ENSG00000241318	-1	1	92000223	92001150
HSPA8P15	ENSG00000219395	-1	6	151732394	151735080
RP11-432N13.3	ENSG00000224539	1	X	134732852	134749356
AL844213.8	ENSG00000257980	-1	HSCHR6_MHC_QBL	30468711	30468795
RP11-644F5.16	ENSG00000258921	-1	12	56032696	56053579
C10orf115	ENSG00000204566	-1	10	23492745	23528745
AC079776.4	ENSG00000234559	-1	2	130697421	130697790
RP11-304C12.3	ENSG00000254443	1	11	6384029	6386497
AC006509.4	ENSG00000224443	1	2	47932607	47933118
AL844213.7	ENSG00000257937	-1	HSCHR6_MHC_QBL	30469811	30469898
Y_RNA	ENSG00000200421	-1	1	38203627	38203726
RNU6-813P	ENSG00000207422	-1	6	151936908	151937014
RPL8	ENSG00000161016	-1	8	146015150	146017972
OR10AE3P	ENSG00000272837	-1	12	56039979	56040447
RP11-91I11.1	ENSG00000229067	1	1	92065728	92065878
Y_RNA	ENSG00000206741	-1	5	172206985	172207097
RPL35P1	ENSG00000237991	1	1	237144637	237145008
IGHV3-66	ENSG00000211972	-1	14	107131033	107131560
snoU13	ENSG00000238871	1	1	38215874	38215974
XXbac-BPG249D20.9	ENSG00000236934	1	HSCHR6_MHC_QBL	30473552	30476506
RP11-644F5.15	ENSG00000258907	-1	12	56048342	56048952
RP3-443C4.2	ENSG00000233823	-1	6	152134411	152135314
MAPK4	ENSG00000141639	1	18	48086448	48258194
RP11-779O18.4	ENSG00000270243	-1	5	172212265	172212427
RP11-441A11.1	ENSG00000228042	1	X	109880069	109880900
RPS29P2	ENSG00000239281	1	8	41128950	41129085
MIR3121	ENSG00000265435	-1	1	180407449	180407525
ACTN4P2	ENSG00000214141	1	1	38242342	38245090
CNRIP1	ENSG00000119865	-1	2	68511303	68547183
HSP90B3P	ENSG00000203914	1	1	92100568	92109639
SYNE1-AS1	ENSG00000234577	1	6	152701681	152702699
CTD-2240H23.2	ENSG00000259143	-1	14	95651454	95652191
AL844213.2	ENSG00000257324	1	HSCHR6_MHC_QBL	30487773	30488859
RAB6C-AS1	ENSG00000225449	-1	2	130724165	130738039
KXD1	ENSG00000105700	1	19	18668572	18680197
Y_RNA	ENSG00000206905	-1	1	180488152	180488255
CTD-2010I16.1	ENSG00000254595	-1	11	6509416	6510607
SNRNP48	ENSG00000168566	1	6	7590432	7612200
DNM1P33	ENSG00000260096	1	15	74355121	74356126
AL358354.1	ENSG00000266683	1	1	180514968	180515067
RP11-81M19.3	ENSG00000254558	-1	11	89597016	89598718
CTD-3080F16.3	ENSG00000253509	-1	8	41132634	41134522
BCRP1	ENSG00000225098	-1	22	24655897	24659732
RP3-398G3.5	ENSG00000226193	1	6	152723533	152726101
RP11-725G5.3	ENSG00000258615	1	14	95665376	95665682
RP11-732A19.8	ENSG00000254400	-1	11	6624872	6625650
OVAAL	ENSG00000236719	1	1	180528112	180535654
AL844213.1	ENSG00000257251	1	HSCHR6_MHC_QBL	30490178	30490302
FCF1P4	ENSG00000226112	1	X	110412449	110412631
IGHV1-69	ENSG00000211973	-1	14	107169931	107170428
RNU6-895P	ENSG00000206852	1	8	41155682	41155784
RN7SL429P	ENSG00000244612	-1	15	74364764	74365039
RNA5SP223	ENSG00000202044	1	6	152731410	152731529
CTSW	ENSG00000172543	1	11	65647280	65651212
RP11-732A19.2	ENSG00000254641	-1	11	6629897	6631366
HMGB1P47	ENSG00000249338	-1	5	50705451	50706039
RN7SKP195	ENSG00000252396	1	1	237284107	237284409
SNORD65	ENSG00000238936	1	8	41284174	41284246
RP11-369E15.2	ENSG00000254026	1	8	20811523	20826415
RP11-133I21.2	ENSG00000233464	1	6	152867068	152868109
BX000357.1	ENSG00000257618	1	HSCHR6_MHC_QBL	30495959	30496179
RP11-21C4.1	ENSG00000254102	-1	8	65486863	65494445
MIR4428	ENSG00000266262	1	1	237634419	237634491
RP11-247C2.1	ENSG00000214702	-1	15	74387926	74390758
RN7SL653P	ENSG00000239794	-1	1	92295333	92295631
CDHR5	ENSG00000099834	-1	11	616565	626078
U6	ENSG00000272292	1	1	180727858	180727953
RP11-432N13.4	ENSG00000198022	-1	X	134807306	134819866
CTD-2335O3.2	ENSG00000248891	-1	5	50723830	50724261
PFN1P2	ENSG00000203843	-1	1	144612266	144612683
GLUD1P9	ENSG00000234349	-1	X	110473117	110474289
HSPD1P16	ENSG00000218792	1	6	153026870	153027263
SNORA25	ENSG00000252290	-1	1	237718340	237718471
RP11-732A19.9	ENSG00000255680	1	11	6640021	6640995
C10orf67	ENSG00000179133	-1	10	23556124	23633774
RN7SL235P	ENSG00000266532	1	1	92404826	92405131
AL590085.1	ENSG00000266825	-1	1	180797031	180797128
RP11-313I2.8	ENSG00000255235	-1	11	89617095	89619381
BX000357.2	ENSG00000257854	1	HSCHR6_MHC_QBL	30506291	30506412
LPCAT2BP	ENSG00000233228	1	1	92531863	92533396
AC006509.7	ENSG00000224058	-1	2	47958541	47959174
RP11-193H5.1	ENSG00000237250	1	1	238025475	238091621
IGHV2-70	ENSG00000211974	-1	14	107178820	107179338
RP11-732A19.5	ENSG00000255390	1	11	6642682	6643553
ATP6V1G1P3	ENSG00000224662	1	9	139674391	139674670
RP11-46A10.2	ENSG00000225857	1	1	180875787	180878302
RP11-421P23.1	ENSG00000253199	1	8	20831308	20852630
RP11-725G5.2	ENSG00000258630	1	14	95795921	95801841
hsa-mir-877	ENSG00000263700	1	HSCHR6_MHC_QBL	30541620	30541705
RP1-200K18.1	ENSG00000224893	-1	6	153115631	153153048
RP11-536N17.1	ENSG00000253628	1	5	172243624	172246961
WI2-1896O14.1	ENSG00000215861	-1	1	144676874	144679969
GPR12	ENSG00000132975	-1	13	27329341	27334922
AC012047.1	ENSG00000221232	-1	10	77887009	77887069
RP11-732A19.6	ENSG00000255410	1	11	6651834	6656439
BX248507.1	ENSG00000266361	-1	HSCHR6_MHC_QBL	30573516	30573592
AP000648.3	ENSG00000254617	1	11	89620534	89623159
ZNF621	ENSG00000172888	1	3	40566369	40616176
RN7SL518P	ENSG00000265486	-1	10	78001782	78002071
LINC00341	ENSG00000229645	-1	14	95873606	95876427
RP11-15G16.1	ENSG00000253396	1	8	41292817	41297938
RNU6-673P	ENSG00000201954	-1	10	78020558	78020661
CTD-2335O3.3	ENSG00000251125	1	5	50746992	50757923
PTMAP1	ENSG00000235757	1	HSCHR6_MHC_QBL	30590916	30591185
SETSIP	ENSG00000230667	-1	1	92540090	92540968
RP11-109P14.2	ENSG00000227416	-1	1	38248129	38248557
RP11-732A19.1	ENSG00000241678	-1	11	6707122	6707600
AL133269.1	ENSG00000266595	-1	6	153177801	153177879
RP11-369F10.2	ENSG00000230575	-1	10	78197166	78198533
MKRN1	ENSG00000133606	-1	7	140152840	140179369
CCL15	ENSG00000267596	-1	17	34323476	34329084
TUBB4BP7	ENSG00000217372	1	6	153219182	153220415
KRT18P37	ENSG00000253943	1	8	41368759	41370040
CTC-365E16.1	ENSG00000272093	1	5	71656517	71658805
HDAC3	ENSG00000171720	-1	5	141000443	141016437
IGHV3-72	ENSG00000225698	-1	14	107198932	107199471
RP11-325D15.2	ENSG00000269256	-1	10	78318108	78320752
CWF19L2	ENSG00000152404	-1	11	107197071	107328572
RP11-1D12.1	ENSG00000254330	-1	8	65616331	65647016
RP11-193H5.2	ENSG00000243781	1	1	238090131	238090905
AL845353.1	ENSG00000264807	1	HSCHR6_MHC_QBL	30605953	30606046
RP11-109P14.9	ENSG00000233728	-1	1	38265392	38266551
CTC-308K20.1	ENSG00000204758	-1	5	172381789	172386395
SRGN	ENSG00000122862	1	10	70847862	70864567
USP9YP32	ENSG00000237616	-1	Y	20107081	20109132
GVINP1	ENSG00000254838	-1	11	6734767	6767670
RNU6-496P	ENSG00000251954	-1	X	110664738	110664836
RP11-46A10.5	ENSG00000243155	-1	1	180913178	180945618
RPL7P4	ENSG00000238255	-1	HSCHR6_MHC_QBL	30654118	30654847
SNORA31	ENSG00000252888	-1	10	78595135	78595260
RP4-791M13.3	ENSG00000254539	-1	1	144833168	144835867
RP11-81M19.1	ENSG00000254785	-1	11	89628967	89633617
HMGB1P12	ENSG00000223904	1	X	110677655	110678252
RP11-109P14.8	ENSG00000235673	1	1	38306658	38307348
RP1-101K10.4	ENSG00000220745	-1	6	153280494	153280740
RP11-348J24.1	ENSG00000248864	1	5	91625047	91628401
ATP5G1P8	ENSG00000224948	1	10	78596326	78596619
RP11-734K21.3	ENSG00000244310	1	2	9255326	9257013
RP11-665J16.1	ENSG00000261543	-1	15	74445141	74471567
RP11-389C8.3	ENSG00000272365	1	5	71663446	71664222
RP11-1D12.2	ENSG00000254006	-1	8	65713793	65730130
MDC1-AS1	ENSG00000227899	1	HSCHR6_MHC_QBL	30660380	30670495
RP1-101K10.6	ENSG00000227627	1	6	153304885	153310358
RP4-791M13.4	ENSG00000255148	1	1	144858174	144865800
RP11-193H5.5	ENSG00000232154	-1	1	238111317	238112443
RP11-360L9.4	ENSG00000253133	-1	8	41391674	41435887
GRK5-IT1	ENSG00000228485	1	10	120968043	120971272
RP11-109P14.10	ENSG00000230955	1	1	38326369	38327252
RPL12P33	ENSG00000244585	1	12	121354548	121355039
GAPDHP46	ENSG00000224678	-1	1	92580360	92581353
RP11-46A10.4	ENSG00000232586	-1	1	180918835	180924023
Y_RNA	ENSG00000265955	-1	HSCHR6_MHC_QBL	30693620	30693730
RANBP2	ENSG00000153201	1	2	109335937	109402267
RP11-389C8.1	ENSG00000244061	1	5	71677621	71678220
AL080276.1	ENSG00000212101	1	6	153373597	153373679
RP11-60L3.1	ENSG00000259264	1	15	74495046	74513896
RN7SL749P	ENSG00000242853	1	10	120972369	120972656
RP4-791M13.5	ENSG00000254913	1	1	144874945	144878163
SNORA63	ENSG00000252448	1	1	38349909	38349989
Metazoa_SRP	ENSG00000264688	1	HSCHR6_MHC_QBL	30708329	30708576
RNA5SP224	ENSG00000201939	-1	6	153480355	153480480
TPT1P7	ENSG00000231328	-1	7	23850763	23851279
YBX1P5	ENSG00000251108	1	5	71713316	71714162
MTND6P15	ENSG00000225723	1	1	238112514	238113034
RP11-79M19.2	ENSG00000236426	-1	10	121094006	121095694
MTND1P35	ENSG00000255055	1	11	89641708	89642215
RNU6-584P	ENSG00000222282	1	1	38350695	38350789
CDY8P	ENSG00000224033	1	Y	20134179	20135788
RP11-475C16.1	ENSG00000218426	-1	6	153603422	153603868
RP11-421P23.2	ENSG00000254040	1	8	20880807	20886569
RP11-216L13.19	ENSG00000273066	1	9	139693675	139704494
GVINP2	ENSG00000254781	1	11	6769362	6771555
RP11-734K21.4	ENSG00000240980	1	2	9283295	9286235
RNU6-510P	ENSG00000212541	1	1	38457134	38457241
RP11-389C8.2	ENSG00000261269	-1	5	71735730	71738214
AC120120.1	ENSG00000264489	-1	5	91741653	91741744
AL138796.1	ENSG00000266739	1	1	144877330	144877395
HCG20	ENSG00000224133	1	HSCHR6_MHC_QBL	30724117	30749533
RP11-46A10.6	ENSG00000251520	1	1	180933647	180935045
MIR4681	ENSG00000265719	1	10	121137484	121137555
RNU6-688P	ENSG00000251872	1	2	48008518	48008604
RAD23BP1	ENSG00000236570	1	3	18580165	18581391
RNU2-38P	ENSG00000222788	1	1	144944672	144944750
RP11-89A16.1	ENSG00000253493	-1	8	65885723	65886083
RP11-422J15.1	ENSG00000249618	1	4	130692814	130876523
RP5-884C9.2	ENSG00000224592	1	1	38512986	38584697
FAR2	ENSG00000064763	1	12	29302036	29493913
RP11-179H18.8	ENSG00000271353	-1	10	121321613	121322042
LINC00890	ENSG00000260802	1	X	110754890	110765627
ANKRD52	ENSG00000139645	-1	12	56631591	56652175
RP11-326G21.1	ENSG00000272755	1	1	145018395	145018959
RNU6-138P	ENSG00000251761	-1	3	18996435	18996541
RPL36AP15	ENSG00000235369	-1	2	48024965	48025230
AP000354.2	ENSG00000215464	-1	22	24665314	24666102
MTND5P18	ENSG00000227860	-1	1	238113036	238114836
RP11-560B16.5	ENSG00000254712	-1	11	6864895	6865897
HLA-N	ENSG00000224372	1	6	30319193	30319327
RAD1P1	ENSG00000234569	1	10	121380580	121381392
MIR4791	ENSG00000271898	-1	3	19356340	19356423
TMEM37	ENSG00000171227	1	2	120187477	120196096
RP11-475C16.2	ENSG00000237312	-1	6	153625730	153630117
PRKAR1AP	ENSG00000233401	1	1	92590858	92592019
AC009508.1	ENSG00000227930	-1	7	23931323	23936954
RN7SKP88	ENSG00000252656	1	1	145044651	145044900
RP11-324J3.1	ENSG00000255179	1	11	7244164	7252094
TRIM49D2P	ENSG00000233802	1	11	89657232	89666218
RP4-621B10.8	ENSG00000273487	1	1	92654794	92656264
HCG19P	ENSG00000224486	-1	6	30327055	30327688
RP11-179H18.5	ENSG00000227437	1	10	121397968	121398594
RPL31P41	ENSG00000239261	1	8	66067642	66068013
HNF1A-AS1	ENSG00000241388	-1	12	121406416	121418768
RP4-725K1.1	ENSG00000271546	-1	1	145088039	145088567
HSPA8P18	ENSG00000232953	-1	3	19981761	19984802
AL358134.1	ENSG00000264321	1	6	153665248	153665350
IRAK1	ENSG00000184216	-1	X	153275951	153285431
RP11-385J23.1	ENSG00000213772	-1	2	9411421	9411757
RP11-678D18.1	ENSG00000213873	1	8	66289827	66290346
USP12	ENSG00000152484	-1	13	27640293	27746033
RP11-133F8.2	ENSG00000249776	-1	5	91745963	91996570
RP5-884C9.3	ENSG00000223589	-1	1	38546244	38546583
RP11-60L3.2	ENSG00000261384	1	15	74595346	74596684
UBQLN1P1	ENSG00000236405	-1	6	30330889	30332057
SEC22B	ENSG00000223380	1	1	145096220	145116922
snoU13	ENSG00000238849	-1	7	23934647	23934753
AL358134.2	ENSG00000264858	-1	6	153740156	153740225
MIR302E	ENSG00000221703	1	11	7255997	7256068
YWHAQP9	ENSG00000230019	-1	1	238271036	238271867
RP4-775D17.1	ENSG00000226773	1	1	92668705	92669548
RNA5SP228	ENSG00000252041	1	7	24172324	24172456
LINC00243	ENSG00000215523	-1	HSCHR6_MHC_QBL	30755939	30787964
RNA5SP225	ENSG00000222806	1	6	153741573	153741707
AC021613.1	ENSG00000215945	1	8	21013642	21013744
GPR143	ENSG00000101850	-1	X	9693386	9754337
DAZ4	ENSG00000205916	1	Y	26980008	27053183
RP11-136B18.1	ENSG00000232989	-1	1	238431794	238431895
AC004485.3	ENSG00000228944	-1	7	24236281	24295338
MIR3659	ENSG00000265596	1	1	38554903	38555001
CCDC28A	ENSG00000024862	1	6	139094657	139114456
RP11-331O9.1	ENSG00000217160	1	6	153986842	153987525
RP11-46A10.8	ENSG00000270711	1	1	180939973	180940383
CTD-3025N20.2	ENSG00000254081	-1	8	66439243	66475015
CTD-2311M21.2	ENSG00000260266	1	15	74643109	74656961
RP11-24P4.1	ENSG00000254334	1	8	21155717	21166960
TCEB1P12	ENSG00000230412	1	Y	20230369	20230696
MICC	ENSG00000226577	1	6	30382492	30387096
RPP21	ENSG00000243009	1	HSCHR6_MHC_DBB	30303165	30304918
TXNP1	ENSG00000232823	-1	10	121442639	121443335
RP11-136B18.2	ENSG00000234464	1	1	238439337	238450316
snoU13	ENSG00000239098	-1	7	24301228	24301333
RP11-214L19.1	ENSG00000237290	-1	1	38674706	38680439
XXbac-BPG27H4.8	ENSG00000225888	-1	HSCHR6_MHC_QBL	30796824	30805462
RP11-309G3.3	ENSG00000272198	1	1	181060245	181062035
AC007557.2	ENSG00000237479	-1	2	217731055	217732536
SIDT1	ENSG00000072858	1	3	113251143	113348425
RNU6-1103P	ENSG00000206877	1	7	24576951	24577057
RNA5SP182	ENSG00000251873	1	5	51182522	51182603
RP11-331O9.2	ENSG00000242246	1	6	153987601	153987801
RNU6-725P	ENSG00000252371	-1	1	238488987	238489088
HNRNPUL1	ENSG00000105323	1	19	41768401	41813503
CTD-2516F10.2	ENSG00000251364	-1	11	7448497	7533746
RN7SL846P	ENSG00000242818	1	10	121527759	121528052
RP11-540K16.1	ENSG00000237292	1	1	181143620	181151344
OFD1P2Y	ENSG00000226611	-1	Y	20242567	20258088
ACTBP12	ENSG00000233125	-1	1	92694138	92694992
KATNBL1P4	ENSG00000249270	1	5	51226642	51227870
SUMO2P14	ENSG00000271096	-1	7	24628734	24629026
LINC01139	ENSG00000215808	-1	1	238643684	238649323
PHACTR2P1	ENSG00000270300	-1	10	121574741	121576154
CTC-529L17.1	ENSG00000249169	1	5	91990555	92014848
RP11-400L8.2	ENSG00000239300	1	2	9645574	9652541
NUDT4P1	ENSG00000177144	-1	1	145139025	145139569
RPS27P22	ENSG00000241451	1	12	22875163	22875403
RP11-331O9.3	ENSG00000218776	1	6	153987762	153988453
RNY5P4	ENSG00000222861	-1	4	130781577	130781655
RP11-216L13.18	ENSG00000272679	1	9	139694818	139723918
RNU6-753P	ENSG00000200796	1	1	38862331	38862437
PABPC1L2B	ENSG00000184388	1	X	72223352	72225551
MIR4682	ENSG00000265370	1	10	121718025	121718104
FAR2P1	ENSG00000180178	-1	2	130748029	130808704
AC138472.6	ENSG00000267614	-1	19	45040251	45040599
CTA-298G8.2	ENSG00000271330	-1	7	24713928	24714231
RP11-329N22.1	ENSG00000238063	1	1	38940868	38942156
EEF1GP8	ENSG00000234125	1	4	130824165	130825318
7SK	ENSG00000264415	1	HSCHR6_MHC_QBL	30821625	30821927
NACAP2	ENSG00000180230	-1	10	121756598	121757221
AC007557.3	ENSG00000227021	1	2	217732735	217733879
RP11-449P1.1	ENSG00000256923	1	12	22895516	22896025
RP11-177F15.1	ENSG00000231877	1	1	238648745	238701605
AC079807.3	ENSG00000236549	1	2	48110594	48111048
RN7SL661P	ENSG00000266829	1	X	110859125	110859401
AC004016.1	ENSG00000238976	1	7	24940431	24940524
RP11-540K16.2	ENSG00000225359	-1	1	181159607	181160285
DDR1-AS1	ENSG00000223405	-1	HSCHR6_MHC_QBL	30824355	30833288
SMAD1	ENSG00000170365	1	4	146402346	146479231
CTC-529L17.2	ENSG00000249984	-1	5	92011663	92023961
AC009695.1	ENSG00000266713	1	8	21351539	21351627
CTD-2311M21.3	ENSG00000261821	1	15	74657776	74659391
RP11-331O9.4	ENSG00000217044	1	6	153988453	153989241
RP11-781P14.3	ENSG00000223455	-1	10	121829492	121829671
KRT18P32	ENSG00000215149	1	1	238654658	238655944
AC004016.2	ENSG00000234999	-1	7	24945754	24946213
MIR3136	ENSG00000265355	-1	3	69098109	69098186
AC007563.1	ENSG00000236295	-1	2	217735164	217738655
MIR4640	ENSG00000265336	1	HSCHR6_MHC_QBL	30848250	30848339
RP11-153K16.1	ENSG00000256321	1	12	23252302	23344521
RP11-111F16.2	ENSG00000229939	1	X	110862036	110862322
CEACAM22P	ENSG00000230666	-1	19	45041045	45124119
SCTR	ENSG00000080293	-1	2	120197419	120282070
RP11-529A4.4	ENSG00000254818	1	11	89677203	89682570
RP11-521E5.1	ENSG00000251326	1	4	131297384	131307526
ADORA2A-AS1	ENSG00000178803	-1	22	24825178	24891042
RP11-380B22.1	ENSG00000179452	1	1	181205524	181207740
RBM43P1	ENSG00000239263	-1	3	69520603	69521683
RP11-334L9.1	ENSG00000215895	1	1	39174603	39176562
Metazoa_SRP	ENSG00000266819	1	HSCHR6_MHC_QBL	30864238	30864501
PGBD4P4	ENSG00000248877	1	4	131415828	131416440
AC022716.1	ENSG00000266630	1	8	21407509	21407595
AL353664.1	ENSG00000221402	-1	10	121883644	121883738
RP11-574O16.1	ENSG00000259855	1	2	217860629	217861213
CTD-3025N20.3	ENSG00000272010	-1	8	66504085	66504707
MIPEPP2	ENSG00000224783	-1	1	238940349	238942500
Y_RNA	ENSG00000264602	-1	HSCHR6_MHC_QBL	30889970	30890061
EIF4BP7	ENSG00000225031	-1	X	110862905	110864717
RP11-331O9.5	ENSG00000220733	1	6	153989312	153989497
AC010887.1	ENSG00000251849	1	2	218041221	218041305
GAPDHP56	ENSG00000249018	-1	4	131424512	131425499
RP11-572P18.1	ENSG00000220842	-1	10	122114177	122114718
Y_RNA	ENSG00000200714	1	8	66504966	66505055
AL451010.1	ENSG00000265543	-1	1	92694813	92694896
RP11-216P16.2	ENSG00000271769	-1	12	121438289	121439071
RNU6-1071P	ENSG00000201789	-1	1	145149740	145149840
RP11-62G11.1	ENSG00000240265	-1	3	69584815	69585844
HCG21	ENSG00000230541	-1	HSCHR6_MHC_QBL	30903331	30912213
RN7SKP43	ENSG00000251982	1	2	218116279	218116598
C12orf43	ENSG00000157895	-1	12	121440225	121454305
RN7SL824P	ENSG00000242764	-1	1	92867948	92868242
RP11-707M3.3	ENSG00000272155	-1	8	66626569	66627013
RNA5SP70	ENSG00000252977	1	1	181740702	181740780
snoU13	ENSG00000238462	-1	2	9672371	9672474
RP11-458D21.6	ENSG00000272709	-1	1	145200338	145200891
TMPOP1	ENSG00000229068	1	6	30434229	30435771
RP11-307O1.1	ENSG00000227854	-1	1	239216048	239216203
RP11-331O9.6	ENSG00000220514	1	6	153989724	153989993
AC009492.1	ENSG00000233143	1	2	218147462	218200843
OR6R2P	ENSG00000273484	1	8	21654972	21655271
RP4-593M8.1	ENSG00000223787	-1	1	93046033	93046378
NAGLU	ENSG00000108784	1	17	40688190	40696467
RP11-165H4.2	ENSG00000236976	-1	7	63601916	63602779
CTD-2532N20.1	ENSG00000272192	1	8	66754987	66755566
RP11-529A4.15	ENSG00000255360	-1	11	89688314	89690333
RP11-33M22.2	ENSG00000272880	1	1	181781840	181782396
RP11-62G11.2	ENSG00000240842	-1	3	69613257	69620273
UBL7-AS1	ENSG00000247240	1	15	74753606	74773643
PABPC1L2A	ENSG00000186288	-1	X	72297115	72299351
AC026781.1	ENSG00000221810	-1	5	92053139	92053220
AL773541.1	ENSG00000257236	-1	HSCHR6_MHC_QBL	30955254	30955549
RP11-216P16.4	ENSG00000256963	1	12	121517645	121517927
RP11-572P18.2	ENSG00000234522	1	10	122194495	122199888
AC010886.2	ENSG00000224414	1	2	218558618	218561486
RP11-544D21.2	ENSG00000259776	-1	1	239411108	239414118
MTND4P13	ENSG00000216713	1	6	153990014	153991036
AC084082.3	ENSG00000253190	1	8	67024902	67027440
snoU13	ENSG00000238466	1	8	21889861	21889963
RP11-401I19.1	ENSG00000250503	-1	4	131802182	131806796
RP11-214N9.1	ENSG00000271855	1	2	9696028	9696904
RP11-444P10.1	ENSG00000241667	1	3	69640492	69642272
RPS17P11	ENSG00000244621	1	5	51578401	51578693
HMGB3P9	ENSG00000229992	-1	1	93112605	93113187
RN7SKP229	ENSG00000222397	-1	1	181808608	181808909
VN1R37P	ENSG00000213643	-1	7	63610063	63610810
AL031320.1	ENSG00000268402	1	6	143759575	143764295
RP5-864K19.4	ENSG00000228436	1	1	39325672	39385068
RP11-544D21.1	ENSG00000227185	-1	1	239433025	239439761
RPL18AP15	ENSG00000236189	-1	X	110867438	110867954
RPL7L1P9	ENSG00000231035	-1	2	218625270	218626014
CENPH	ENSG00000153044	1	5	68485375	68506184
RP11-488I4.2	ENSG00000250213	1	4	132033903	132034410
XXbac-BPG118E17.9	ENSG00000229199	1	HSCHR6_MHC_QBL	30987747	30992544
CTD-2141G3.1	ENSG00000250827	-1	5	51875389	51876940
RN7SL418P	ENSG00000241665	-1	3	69818640	69818928
RP11-538D16.2	ENSG00000224810	-1	1	182031812	182038388
CCDC183-AS1	ENSG00000228544	-1	9	139698379	139703300
SUCLA2P1	ENSG00000224936	1	6	30436659	30438028
AC099326.1	ENSG00000265722	1	3	69969276	69969361
TMEM132C	ENSG00000181234	1	12	128751948	129192460
TRAPPC2P8	ENSG00000225895	1	Y	20267200	20269988
RNU6-224P	ENSG00000206782	1	4	132194397	132194503
AC073587.1	ENSG00000265239	-1	10	122223346	122223443
RP11-458D21.1	ENSG00000233396	-1	1	145373054	145382434
Y_RNA	ENSG00000207086	1	2	9755396	9755502
MOCS1	ENSG00000124615	-1	6	39867354	39902290
HCG22	ENSG00000227974	1	HSCHR6_MHC_QBL	31014738	31020038
AC091171.1	ENSG00000256586	1	8	21960468	21961890
RP11-529A4.5	ENSG00000254655	1	11	89693590	89693792
CHRM3-AS2	ENSG00000233355	-1	1	239866684	239893765
VN1R38P	ENSG00000235227	-1	7	63640384	63641270
RNU6-896P	ENSG00000199246	1	6	154002582	154002688
RP11-538D16.3	ENSG00000225982	1	1	182055686	182059247
RP11-314N14.1	ENSG00000250102	1	4	132301168	132462552
RNU4-59P	ENSG00000201317	-1	1	93166376	93166491
CTD-2288O8.1	ENSG00000248898	-1	5	51971027	52083860
RP11-521D12.1	ENSG00000240687	1	2	9778901	9789568
LINC00967	ENSG00000253138	1	8	67104328	67109550
RP11-460N16.1	ENSG00000240405	1	3	70048728	70064469
AC009469.1	ENSG00000256309	-1	2	218664514	218665979
WDR11-AS1	ENSG00000227165	-1	10	122521324	122610721
HMGB3P19	ENSG00000217085	-1	6	154259568	154260127
RP11-330C7.3	ENSG00000225505	1	1	93197557	93198814
AC105206.1	ENSG00000177725	1	8	22026851	22029223
CTC-458G6.4	ENSG00000248588	1	5	92161962	92179711
RANP1	ENSG00000236603	1	6	30453717	30454367
RP11-165H4.3	ENSG00000213644	1	7	63642088	63643271
SNORA70	ENSG00000201945	1	12	121544846	121544977
AC079807.2	ENSG00000233230	1	2	48132817	48134949
U6	ENSG00000266375	1	HSCHR6_MHC_QBL	31043216	31043315
RP11-216P16.6	ENSG00000223538	1	12	121545023	121545293
RP11-758B24.1	ENSG00000248715	1	4	132461436	132461644
TRIM64	ENSG00000204450	1	11	89701672	89708396
RP11-468B6.1	ENSG00000223614	1	7	63667581	63680031
RP11-330C7.4	ENSG00000234202	-1	1	93214732	93214887
CTD-2516F10.4	ENSG00000254864	-1	11	7590097	7593277
RP11-317B3.2	ENSG00000237593	1	6	154538065	154538623
AL773544.1	ENSG00000257351	-1	HSCHR6_MHC_QBL	31082818	31082987
